_id,name,code,docstring,human_label,one_line_summary,function_behavior,function_signature,examples,precond_postcond
636767461a6d9265ec017d0e,computeSuffixSum,"private Pair<List<Integer>,Long> computeSuffixSum(List<Integer> bounds){
  List<Integer> suffixSum=new ArrayList<>(Collections.nCopies(bounds.size(),0));
  long sum=0;
  for (int i=bounds.size() - 1; i >= 0; i--) {
    suffixSum.set(i,(int)Math.min(Integer.MAX_VALUE,sum));
    sum+=bounds.get(i);
  }
  return Pair.of(suffixSum,sum);
}
","/** 
 * Computes a suffix sum of the  {@code bounds}. Returns computed suffix sum and the sum of all elements in the  {@code bounds list}.
 * @param bounds list of integers.
 * @return computed pair of suffix sum list and a sum of all elements.
 */
",Return a pair of the list of suffix sum and the sum of all elements of bounds.,"Computes suffix sums for a list, capped by Integer.MAX_VALUE, and returns the sums with the total sum.","The function iterates through the input list of integers in reverse, calculating and storing the cumulative sum from the end to the start in a new list called `suffixSum`. Each entry in `suffixSum` is the minimum of the current cumulative sum or `Integer.MAX_VALUE`. It also computes the total sum of all elements in the input list. The function returns a pair containing the `suffixSum` list and the total sum as a long.","The function takes a `List<Integer>` as a parameter and returns a `Pair<List<Integer>, Long>`.","- Typical usage: `computeSuffixSum(Arrays.asList(1,2,3))` returns `Pair.of(Arrays.asList(Integer.MAX_VALUE, 5, 3), 6L)`
   - Boundary edge case: `computeSuffixSum(Arrays.asList())` returns `Pair.of(Collections.emptyList(), 0L)`
   - Special case: `computeSuffixSum(Arrays.asList(Integer.MAX_VALUE, 1))` returns `Pair.of(Arrays.asList(Integer.MAX_VALUE, Integer.MAX_VALUE), 2147483648L)`","- Preconditions: The input is a list of integers which may be empty.
   - Postconditions: Returns a pair with the suffix sum list (cap by Integer.MAX_VALUE) and the total sum of input elements as a long.
---
```"
636767491a6d9265ec017d90,reverse,"public static final <V>void reverse(V[] arr,int from,int to){
  for (int i=from, j=to; i < j; ++i, --j) {
    swap(arr,i,j);
  }
}
","/** 
 * Reverses the order of the elements in the specified range within the given array.
 * @param < V > the type of elements in the array
 * @param arr the array
 * @param from the index of the first element (inclusive) inside the range to reverse
 * @param to the index of the last element (inclusive) inside the range to reverse
 */
",Reverse the order of the given elements in the specified range.,Reverses elements in an array between specified indices.,"The function takes an array and two indices, reversing the order of elements between those indices (inclusive). It does this by iteratively swapping elements at the start and end of the specified range until it meets in the middle.","`reverse(V[] arr, int from, int to)`: The function accepts an array `arr` of any type `V`, and two integers `from` and `to`, indicating the range of indices to reverse. The function does not return any value.","- Typical usage: For `arr = {1, 2, 3, 4, 5}` and `reverse(arr, 1, 3)`, the array becomes `{1, 4, 3, 2, 5}`.
   - Boundary edge case: For `arr = {1, 2, 3, 4, 5}` and `reverse(arr, 0, 4)`, the array becomes `{5, 4, 3, 2, 1}`.
   - Special case: For `arr = {1, 2, 3, 4, 5}` and `reverse(arr, 2, 2)`, the array remains unchanged as `{1, 2, 3, 4, 5}`.","- Preconditions: The indices `from` and `to` must be within the bounds of the array, and `from` should be less than or equal to `to`.
   - Postconditions: The elements between `from` and `to` are reversed in place in the array; the rest of the array remains unchanged.
---"
6367674a1a6d9265ec017da9,moveAllListNodes,"private void moveAllListNodes(DoublyLinkedList<E> list){
  for (ListNodeIteratorImpl it=list.new ListNodeIteratorImpl(0); it.hasNext(); ) {
    ListNodeImpl<E> node=it.nextNode();
    assert node.list == list;
    node.list=this;
  }
  size+=list.size;
  list.size=0;
  modCount++;
  list.modCount++;
}
","/** 
 * Atomically moves all  {@link ListNode ListNodes} from {@code list} to this list as if eachnode was removed with  {@link #removeListNode(ListNodeImpl)} from {@code list} andsubsequently added to this list by  {@link #addListNode(ListNodeImpl)}.
 */
",Move the nodes of the given doubly linked list to a new list sequentially.,Transfers all nodes from one doubly linked list to another.,"It iterates through each node in the provided list, updates the node's list reference to the current list, adjusts the sizes of both lists, and increments the modification counts.",The function is a private void method that takes a parameter `list` of type `DoublyLinkedList<E>`.,"- Typical usage:
     - Input: `this = [1, 2]`, `list = [3, 4]`
     - Output: `this = [1, 2, 3, 4]`, `list = []`
   - Boundary edge case:
     - Input: `this = []`, `list = []`
     - Output: `this = []`, `list = []`
   - Special case:
     - Input: `this = [1, 2]`, `list = []`
     - Output: `this = [1, 2]`, `list = []`","- Preconditions: Both `this` and `list` are initialized `DoublyLinkedList<E>` objects. 
   - Postconditions: All nodes from `list` are transferred to `this`, `list` becomes an empty list, and the sizes and modification counts are updated accordingly.
---
```"
636767151a6d9265ec017b6b,startsWith,"private static boolean startsWith(final String str,final String prefix,final boolean ignoreCase){
  if (str == null || prefix == null) {
    return str == null && prefix == null;
  }
  if (prefix.length() > str.length()) {
    return false;
  }
  return str.regionMatches(ignoreCase,0,prefix,0,prefix.length());
}
","/** 
 * <p>Check if a String starts with a specified prefix (optionally case insensitive).</p>
 * @see String#startsWith(String)
 * @param str  the String to check, may be null
 * @param prefix the prefix to find, may be null
 * @param ignoreCase inidicates whether the compare should ignore case(case insensitive) or not.
 * @return <code>true</code> if the String starts with the prefix orboth <code>null</code>
 */
","Return true if the given string has the specified prefix with optional cases which can be ignored,or both string and prefix are null.Otherwise return false. ","Checks if a string starts with a specified prefix, optionally ignoring case.","The function determines if the string `str` begins with the substring `prefix`, using an optional case-insensitive comparison. It handles null inputs and checks that `prefix` is not longer than `str` before comparing the two.","`startsWith(String str, String prefix, boolean ignoreCase)`: Takes two strings and a boolean, returns a boolean.","- **Typical usage:** `startsWith(""HelloWorld"", ""Hello"", false)` returns `true`.
   - **Boundary edge case:** `startsWith("""", """", true)` returns `true`.
   - **Special or unusual case:** `startsWith(null, ""prefix"", true)` returns `false`.","Both `str` and `prefix` can be null; if both are null, returns true. If `prefix` is longer than `str`, returns false. The return value will be true or false based on the conditions met.
---
```"
636766fe1a6d9265ec01781c,toCharacterObject,"public static Character toCharacterObject(final char ch){
  if (ch < CharUtils.CHAR_ARRAY.length) {
    return CharUtils.CHAR_ARRAY[ch];
  }
  return new Character(ch);
}
","/** 
 * <p>Converts the character to a Character.</p> <p>For ASCII 7 bit characters, this uses a cache that will return the same Character object each time.</p> <pre> CharUtils.toCharacterObject(' ')  = ' ' CharUtils.toCharacterObject('A')  = 'A' </pre>
 * @param ch  the character to convert
 * @return a Character of the specified character
 */
",Return the Character object converted from the given character.,Converts a primitive char to a Character object using a cache if possible.,"The function checks if the input character is within the bounds of a pre-defined character cache array and returns the cached Character object if so; otherwise, it creates and returns a new Character object.",The function takes a single char parameter `ch` and returns a Character object.,"- Typical usage: `toCharacterObject('A')` returns `Character('A')` (from cache if 'A' is in `CHAR_ARRAY`).
   - Boundary edge case: `toCharacterObject('\u0000')` returns `Character('\u0000')` (from cache if present).
   - Special case: `toCharacterObject('\uFFFF')` returns `Character('\uFFFF')` (a new instance, assuming it's outside `CHAR_ARRAY`).","- Preconditions: `CHAR_ARRAY` is a valid array of Character objects.
   - Postconditions: Returns a Character object equivalent to the primitive input `ch`.
---
```"
636766fb1a6d9265ec0177c1,isAsciiAlphaUpper,"public static boolean isAsciiAlphaUpper(final char ch){
  return ch >= 'A' && ch <= 'Z';
}
","/** 
 * <p>Checks whether the character is ASCII 7 bit alphabetic upper case.</p> <pre> CharUtils.isAsciiAlphaUpper('a')  = false CharUtils.isAsciiAlphaUpper('A')  = true CharUtils.isAsciiAlphaUpper('3')  = false CharUtils.isAsciiAlphaUpper('-')  = false CharUtils.isAsciiAlphaUpper('\n') = false CharUtils.isAsciiAlphaUpper('&copy;') = false </pre>
 * @param ch  the character to check
 * @return true if between 65 and 90 inclusive
 */
",Return true if the character is ASCII alphabetic upper case.Otherwise return false.,Checks if a character is an uppercase ASCII alphabet letter.,"The function returns `true` if the input character is an uppercase letter (from 'A' to 'Z'), otherwise it returns `false`.",The function takes a single parameter of type `char` and returns a boolean value (`boolean`).,"- Typical usage: `isAsciiAlphaUpper('B')` returns `true`.
   - Boundary edge case: `isAsciiAlphaUpper('A')` returns `true`.
   - Special case: `isAsciiAlphaUpper('@')` returns `false`.","- Preconditions: The input is a valid `char` type.
   - Postconditions: The function will return a boolean indicating whether the input character is an uppercase ASCII letter.
---
```"
636767781a6d9265ec018250,decide,"public int decide(LoggingEvent event){
  String msg=event.getRenderedMessage();
  if (msg == null || stringToMatch == null)   return Filter.NEUTRAL;
  if (msg.indexOf(stringToMatch) == -1) {
    return Filter.NEUTRAL;
  }
 else {
    if (acceptOnMatch) {
      return Filter.ACCEPT;
    }
 else {
      return Filter.DENY;
    }
  }
}
","/** 
 * Returns  {@link Filter#NEUTRAL} is there is no string match.
 */
",Return a decision based on the message generated by the event and whether the given string is matched.,Evaluates a logging event message against a pre-defined string pattern to determine a filter outcome.,"The function evaluates a logging event's message to determine if it contains a specific substring (`stringToMatch`). If the substring is present and `acceptOnMatch` is true, it returns `Filter.ACCEPT`; otherwise, it returns `Filter.DENY`. If the substring is absent or either input is null, it returns `Filter.NEUTRAL`.",The function `decide` takes a `LoggingEvent` object as a parameter and returns an integer indicating the filtering decision.,"- Typical usage: If `msg=""error occurred""` and `stringToMatch=""error""`, the result is `Filter.ACCEPT` if `acceptOnMatch` is true, otherwise `Filter.DENY`.
   - Boundary edge case: If `msg=""""` (empty string) or `stringToMatch=null`, the result is `Filter.NEUTRAL`.
   - Special case: If `msg=""success""` and `stringToMatch=""fail""`, the result is `Filter.NEUTRAL` because the substring isn't found.","- Preconditions: `LoggingEvent` and `stringToMatch` must be defined in the context where the function is used. `msg` should be a valid string.
   - Postconditions: The return value is one of the Filter constants: `Filter.ACCEPT`, `Filter.DENY`, or `Filter.NEUTRAL`.
---
```"
636766861a6d9265ec017553,isTemplateVariablePresent,"public final boolean isTemplateVariablePresent(String name){
  for (  String s : templateVariables) {
    if (s.equals(name))     return true;
  }
  return false;
}
","/** 
 * Ascertain if a template variable is a member of this template.
 * @param name name The template variable.
 * @return true if the template variable is a member of the template, otherwisefalse.
 */
","Return true if the given name is a member variable of this template,otherwise return false.",Checks if a string exists in a list of template variables.,"The function iterates through a list of strings called `templateVariables` and returns `true` if it finds a string that matches the input `name`. If no match is found after checking all elements, it returns `false`.",The function takes a single `String` parameter `name` and returns a `boolean`.,"- Typical usage: 
     - Input: `templateVariables = [""var1"", ""var2"", ""var3""]`, `name = ""var2""` 
     - Output: `true`
   - Boundary edge case: 
     - Input: `templateVariables = []`, `name = ""anyname""` 
     - Output: `false`
   - Special or unusual case: 
     - Input: `templateVariables = [""temp1"", ""Temp1""]`, `name = ""temp1""` 
     - Output: `true`","- Preconditions: `templateVariables` is expected to be a list of strings populated before the function is called. `name` is a non-null string.
   - Postconditions: Returns `true` if `name` is found within `templateVariables`; otherwise, returns `false`.
---
```"
6367670a1a6d9265ec0179d9,length,"public static int length(final String str){
  return str == null ? 0 : str.length();
}
","/** 
 * Gets a String's length or <code>0</code> if the String is <code>null</code>.
 * @param str a String or <code>null</code>
 * @return String length or <code>0</code> if the String is <code>null</code>.
 * @since 2.4
 */
","Return the given string's length.If the string is null,and zero will be returned.","Returns the length of a string, or 0 if the string is null.","This function checks if the given string `str` is null; if it is, the function returns 0. Otherwise, it returns the length of the string using the `length()` method.","The function takes a single parameter, `str`, which is a `String`, and returns an `int` representing the length of the string or 0 if the string is null.","- Typical usage: `length(""hello"")` returns `5`
   - Boundary edge case: `length("""")` returns `0`
   - Special or unusual case: `length(null)` returns `0`","The precondition is that the input can be any `String` object, including possibly being null. The postcondition is that the output will be an integer: either the length of the string or 0 if the input is null.
---
```"
636767ab1a6d9265ec018676,isHex,"private static boolean isHex(final char c){
  return ('0' <= c && c <= '9') || ('a' <= c && c <= 'f') || ('A' <= c && c <= 'F');
}
","/** 
 * Is this a hex digit?
 */
","Return true if the given character is a hex digit,otherwise return false.",Checks if a char is a valid hexadecimal digit.,"The function evaluates if a given character is a hexadecimal digit by checking if it falls within the ranges of '0'-'9', 'a'-'f', or 'A'-'F'.",The function takes a single char `c` as input and returns a boolean indicating whether it is a hex digit.,"- Typical usage: Input: 'A' Output: true
   - Boundary edge case: Input: '9' Output: true
   - Special or unusual case: Input: 'G' Output: false","- Preconditions: Input must be a single char.
   - Postconditions: Returns true for '0'-'9', 'a'-'f', 'A'-'F'; false otherwise.
---
```"
636766f11a6d9265ec017663,isSameLength,"public static boolean isSameLength(final double[] array1,final double[] array2){
  if (array1 == null && array2 != null && array2.length > 0 || array2 == null && array1 != null && array1.length > 0 || array1 != null && array2 != null && array1.length != array2.length) {
    return false;
  }
  return true;
}
","/** 
 * <p>Checks whether two arrays are the same length, treating <code>null</code> arrays as length <code>0</code>.</p>
 * @param array1 the first array, may be <code>null</code>
 * @param array2 the second array, may be <code>null</code>
 * @return <code>true</code> if length of arrays matches, treating<code>null</code> as an empty array
 */
","Return true if the length of array1 is the same as the length of array2 or both them are null,otherwise return false.",Checks if two arrays have the same length.,"The function returns `true` if both arrays are non-null and have the same length, or if both are null. It returns `false` if either one is null (while the other is non-null with length > 0), or if both arrays have different lengths.",The function takes two arrays of type `double[]` as input and returns a `boolean`.,"- **Typical usage:** `isSameLength(new double[]{1.0, 2.0}, new double[]{3.0, 4.0})` returns `true`.
   - **Boundary edge case:** `isSameLength(null, null)` returns `true`.
   - **Special or unusual case:** `isSameLength(new double[]{}, new double[]{1.0})` returns `false`.","The function assumes input arrays can be `null`. It returns `true` if the lengths are equal or both arrays are `null`; otherwise, it returns `false`.
---"
636767691a6d9265ec0181a6,split,"public static String[] split(String toSplit,String delimiter){
  if (!hasLength(toSplit) || !hasLength(delimiter)) {
    return null;
  }
  int offset=toSplit.indexOf(delimiter);
  if (offset < 0) {
    return null;
  }
  String beforeDelimiter=toSplit.substring(0,offset);
  String afterDelimiter=toSplit.substring(offset + delimiter.length());
  return new String[]{beforeDelimiter,afterDelimiter};
}
","/** 
 * Split a String at the first occurrence of the delimiter. Does not include the delimiter in the result.
 * @param toSplit the string to split
 * @param delimiter to split the string up with
 * @return a two element array with index 0 being before the delimiter, andindex 1 being after the delimiter (neither element includes the delimiter); or <code>null</code> if the delimiter wasn't found in the given input String
 */
","Split the given string toSplit at the first occurrence of the given delimiter,and return two substrings that don't include the delimiter.",Splits a string into two parts using the first occurrence of a given delimiter.,"The function checks if both the input string and delimiter are non-empty. It then finds the first occurrence of the delimiter in the input string, splitting the string into two parts: the portion before and the portion after the delimiter. If the delimiter is found, the function returns these two parts as an array; otherwise, it returns null.","`public static String[] split(String toSplit, String delimiter)`; takes two strings and returns a string array or null.","- Typical usage: `split(""apple-orange"", ""-"")` returns `[""apple"", ""orange""]`.
   - Boundary edge case: `split("""", ""-"")` returns `null`.
   - Special case: `split(""appleorange"", ""-"")` returns `null`.","Both `toSplit` and `delimiter` must be non-null strings; returns null if the delimiter is not found in the input string or if any input string is empty.
---
```"
636767601a6d9265ec0180e2,computeGlobalSeparatorList,"private List<Pair<List<Pair<Integer,Integer>>,E>> computeGlobalSeparatorList(){
  List<Pair<List<Pair<Integer,Integer>>,E>> globalSeparatorList=new ArrayList<>();
  for (  E edge : graph.edgeSet()) {
    V source=graph.getEdgeSource(edge);
    V target=graph.getEdgeTarget(edge);
    if (source != target) {
      List<Set<V>> edgeSeparators=findSeparators(graph,edge);
      globalSeparatorList.addAll(reformatSeparatorList(edgeSeparators,edge));
    }
  }
  return globalSeparatorList;
}
","/** 
 * Computes the global separator list of the  {@code graph}. More precisely, for every edge $e$ in the $G = (V, E)$ computes list of minimal separators $S_e$ in the neighborhood of $e$ and then concatenates these lists. Note: the result may contain duplicates
 * @return the list of minimal separators of every edge $e$ in the inspected graph
 */
","Select an edge which isn't a circle in the graph,compute the list of the minimal separators in the neighborhood of the edge and put the pair of list and edge into the return list.Repeat for each edge in the graph and then return the final list.",Compute global separator list for non-trivial edges in a graph.,"The function iterates over all edges in a graph, checking if the source and target vertices of each edge are different. For each such edge, it finds separators, reformats them, and adds them to a global separator list that is returned.","The function takes no parameters and returns a `List<Pair<List<Pair<Integer,Integer>>,E>>`.","- **Typical usage:**
     - Input: A graph with edges having distinct source and target vertices.
     - Output: A list of separators formatted from non-trivial edges.
   - **Boundary edge case:**
     - Input: A graph with no edges.
     - Output: An empty list.
   - **Special or unusual case:**
     - Input: A graph where all edges connect a vertex to itself.
     - Output: An empty list.","The graph should be initialized with vertices and edges before calling the function. The function ensures no duplicates in pairs and returns a list of separator sets paired with their associated edge.
---
```"
636766f31a6d9265ec01768f,clone,"public static char[] clone(final char[] array){
  if (array == null) {
    return null;
  }
  return array.clone();
}
","/** 
 * <p>Clones an array returning a typecast result and handling <code>null</code>.</p> <p>This method returns <code>null</code> for a <code>null</code> input array.</p>
 * @param array  the array to clone, may be <code>null</code>
 * @return the cloned array, <code>null</code> if <code>null</code> input
 */
",Return a clone of the given array.,Clones an input character array.,"The function returns a shallow copy of the input character array if it is not null; otherwise, it returns null.","The function takes a single parameter, a character array `char[] array`, and returns a character array.","- Typical usage: Input: `{'a', 'b', 'c'}`; Output: `{'a', 'b', 'c'}`
   - Boundary edge case: Input: `{}`; Output: `{}`
   - Special case: Input: `null`; Output: `null`","- Preconditions: The input array can be null or of any length.
   - Postconditions: The returned array is a new object, independent of the input array.
---
```"
636766831a6d9265ec0174eb,addReverse,"private void addReverse(final File[] files){
  if (files == null)   return;
  for (int i=files.length - 1; i >= 0; --i) {
    stack.add(files[i]);
  }
}
","/** 
 * Add the specified files in reverse order.
 */
",Put the given array of files into a stack in reverse order. ,Adds an array of files to a stack in reverse order.,"The function iterates over a non-null array of File objects from end to start and adds each File object to a stack, ensuring they are added in reverse order.","The function accepts a single parameter `files`, an array of File objects, and does not return a value.","- Typical usage: 
     Input: files = [File1, File2, File3]
     Action: stack contains [File3, File2, File1] after execution.
   - Boundary edge case: 
     Input: files = []
     Action: stack remains unchanged.
   - Special or unusual case: 
     Input: files = null
     Action: stack remains unchanged.","- Preconditions: `files` is either null or an array of File objects.
   - Postconditions: If `files` is not null, the stack will have the elements of `files` added in reverse order.
---
```"
636766fd1a6d9265ec017814,arrayequals,"public static boolean arrayequals(byte[] a,byte[] b,int count){
  for (int i=0; i < count; i++) {
    if (a[i] != b[i]) {
      return false;
    }
  }
  return true;
}
","/** 
 * Compares <code>count</code> first bytes in the arrays <code>a</code> and <code>b</code>.
 * @param a     The first array to compare.
 * @param b     The second array to compare.
 * @param count How many bytes should be compared.
 * @return <code>true</code> if <code>count</code> first bytes in arrays<code>a</code> and <code>b</code> are equal.
 */
","Given two arrays with the given length count,return true if the array a is equal to array b,otherwise return false.",Compares the first `count` elements of two byte arrays for equality.,"The function iterates over the first `count` elements of two byte arrays `a` and `b`, returning `false` if any pair of corresponding elements differ. If all pairs are equal, it returns `true`.","`arrayequals(byte[] a, byte[] b, int count)` takes two byte arrays `a` and `b`, and an integer `count`, returning a boolean indicating if the arrays are equal for the first `count` elements.","- Typical usage: `arrayequals(new byte[]{1, 2, 3}, new byte[]{1, 2, 3}, 3)` returns `true`.
   - Boundary edge case: `arrayequals(new byte[]{}, new byte[]{}, 0)` returns `true`.
   - Special or unusual case: `arrayequals(new byte[]{1, 2, 3}, new byte[]{1, 2, 4}, 2)` returns `true`.","- Preconditions: Both arrays `a` and `b` must have at least `count` elements.
   - Postconditions: Returns `true` if the first `count` elements of both arrays are equal, otherwise returns `false`.
---
```"
636767861a6d9265ec018440,abbreviate,"public void abbreviate(final int nameStart,final StringBuffer buf){
  int i=count;
  for (int pos=buf.indexOf(""."",nameStart); pos != -1; pos=buf.indexOf(""."",pos + 1)) {
    if (--i == 0) {
      buf.delete(nameStart,pos + 1);
      break;
    }
  }
}
","/** 
 * Abbreviate name.
 * @param buf buffer to append abbreviation.
 * @param nameStart start of name to abbreviate.
 */
","The given name can be split into several substrings by ""."",and abbreviate the name in the buf by deleting the first count substrings. ",Deletes part of a string buffer after a certain number of periods.,"The function searches for periods starting from a specified index in the string buffer and, after a specified number of periods is encountered, deletes characters from the start index up to and including the character just after the target period.",Takes an integer `nameStart` and a `StringBuffer` `buf` as parameters; returns void.,"- Typical usage: Given `nameStart=0`, `buf=""com.example.test.Class""`, with `count=2`, the buffer becomes `""Class""`.
   - Boundary edge case: Given `nameStart=0`, `buf=""com.class""`, with `count=2`, the buffer remains `""com.class""` because there aren't enough periods.
   - Special or unusual case: Given `nameStart=4`, `buf=""com.example.foo.bar""`, with `count=1`, the buffer becomes `""com.example.bar""`.","The input buffer must be non-null; the count variable must be initialized to reflect how many periods should pass before truncation occurs. The function modifies the buffer in place.
---
```"
6367667d1a6d9265ec01741d,resolveBound,"public static Type resolveBound(TypeVariable<?> typeVariable){
  Type[] bounds=typeVariable.getBounds();
  if (bounds.length == 0)   return Unknown.class;
  Type bound=bounds[0];
  if (bound instanceof TypeVariable)   bound=resolveBound((TypeVariable<?>)bound);
  return bound == Object.class ? Unknown.class : bound;
}
","/** 
 * Resolves the first bound for the  {@code typeVariable}, returning  {@code Unknown.class} if nonecan be resolved.
 */
","Resolve the class of the first bound for the typeVariable recursively,return Unknown.class if it can't be resolved.Otherwise return the bound.",Resolves the first bound of a type variable or returns Unknown if none or Object.,"The function retrieves the bounds of a given type variable and checks the first bound. If the bound is another type variable, the function recursively resolves it. If the resolved bound is `Object` or no bounds are present, it returns `Unknown.class`. Otherwise, it returns the resolved bound.",The function takes a `TypeVariable<?>` as input and returns a `Type`.,"- Typical usage: 
     - Input: TypeVariable with bounds `[Number.class]`
     - Output: `Number.class`
   - Boundary edge case:
     - Input: TypeVariable with no bounds
     - Output: `Unknown.class`
   - Special or unusual case:
     - Input: TypeVariable with bounds `[Object.class, Number.class]`
     - Output: `Unknown.class`","- Preconditions: The input must be a `TypeVariable<?>`.
   - Postconditions: Returns either the first bound of the type variable, the resolved bound, or `Unknown.class` if no usable bounds are found.
---
```"
6367675f1a6d9265ec0180cf,isClique,"private static <V,E>boolean isClique(Graph<V,E> graph,Set<V> vertices){
  for (  V v1 : vertices) {
    for (    V v2 : vertices) {
      if (!v1.equals(v2) && (graph.getEdge(v1,v2) == null)) {
        return false;
      }
    }
  }
  return true;
}
","/** 
 * Check whether the subgraph of <code>graph</code> induced by the given <code>vertices</code> is complete, i.e. a clique.
 * @param graph the graph.
 * @param vertices the vertices to induce the subgraph from.
 * @return true if the induced subgraph is a clique.
 */
","Return true if the subgraph of the given graph induced by the given vertices is a clique,otherwise return false.",Checks if a set of vertices forms a clique in a graph.,"The function iterates over pairs of vertices in a given set, checking if each pair of distinct vertices is connected by an edge in the graph; if all pairs are connected, it returns true, otherwise false.","Takes a graph instance `Graph<V,E>` and a set of vertices `Set<V>` as parameters; returns a boolean indicating if the vertices form a clique.","- Typical usage: isClique(graph, {v1, v2, v3}) returns true if all vertex pairs are connected, otherwise false.
   - Boundary edge case: isClique(graph, {}) returns true as an empty set trivially forms a clique.
   - Special case: isClique(graph, {v1}) returns true as a single vertex forms a clique by definition.","Assumes the graph is undirected and the `getEdge` function correctly returns the edge between two vertices or null if no edge exists; returns true if all provided vertices form a complete subgraph, otherwise false.
---
```"
636767431a6d9265ec017c88,computeLowerBounds,"private List<Integer> computeLowerBounds(List<K> keys){
  List<Integer> keyLowerBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int lowerBound=0;
    for (    Function<K,Integer> lowerBoundFunction : lowerBounds) {
      lowerBound=Math.max(lowerBound,lowerBoundFunction.apply(key));
    }
    keyLowerBounds.add(lowerBound);
  }
  return keyLowerBounds;
}
","/** 
 * Finds a maximum lower bound for every key.
 * @param keys list of keys.
 * @return the computed key lower bounds.
 */
","The type of key has several lower bounds conducted by different function,this function will return a list of the maximum lower bound of each key in the given list.",Computes largest lower bounds for keys using provided functions.,The function iterates over each key in the input list and applies a series of lower bound functions to each key to compute the largest lower bound. The results are stored in a list.,The function takes a `List<K>` of keys and returns a `List<Integer>` containing the largest lower bounds for those keys.,"- Typical usage: Given functions [f1, f2], and keys [key1, key2], if f1(key1)=2, f2(key1)=3, f1(key2)=5, f2(key2)=4, outputs [3, 5].
   - Boundary edge case: No keys, with any functions, outputs [].
   - Special case: Single key, single function, outputs [result of function on key].","- Preconditions: `lowerBounds` is defined as a list of functions returning integers for a key of type `K`; it's assumed to be accessible within the method.
   - Postconditions: Returns list of maximum lower bounds for each input key calculated using available functions.
---
```"
636766a91a6d9265ec0175c4,pop,"private void pop(final String descriptor){
  char firstDescriptorChar=descriptor.charAt(0);
  if (firstDescriptorChar == '(') {
    pop((Type.getArgumentsAndReturnSizes(descriptor) >> 2) - 1);
  }
 else   if (firstDescriptorChar == 'J' || firstDescriptorChar == 'D') {
    pop(2);
  }
 else {
    pop(1);
  }
}
","/** 
 * Pops as many abstract types from the output frame stack as described by the given descriptor.
 * @param descriptor a type or method descriptor (in which case its argument types are popped).
 */
",Pop different value of type based on the first character of the given descriptor.,Decides the number of elements to pop from a stack based on a descriptor's first character.,"The `pop` function evaluates the input `descriptor`, a string, by examining its first character to determine the number of times the `pop` method should be called. If the first character is '(', it extracts the arguments and return sizes from the descriptor and calculates the number of elements to pop based on a bitwise shift. If the first character is 'J' or 'D', it calls `pop(2)`. For all other starting characters, it calls `pop(1)`.","The function takes one parameter, `descriptor` (a `String`), and returns `void`.","- Typical usage: Given `descriptor = ""(ID)Ljava/lang/String;""`, if `Type.getArgumentsAndReturnSizes(descriptor)` returns a size of 8, the function calls `pop(1)` after evaluating `(8 >> 2) - 1`.
   - Boundary edge case: Given `descriptor = ""I""`, the function calls `pop(1)`.
   - Special case: Given `descriptor = ""J""`, the function calls `pop(2)`.","- Preconditions: `descriptor` is a non-null string, possibly representing a method descriptor or a type signature.
   - Postconditions: The function effectively calls `pop(n)` where `n` is decided by the logic based on the provided descriptor.
---
```"
636766fb1a6d9265ec0177c3,isAscii,"public static boolean isAscii(final char ch){
  return ch < 128;
}
","/** 
 * <p>Checks whether the character is ASCII 7 bit.</p> <pre> CharUtils.isAscii('a')  = true CharUtils.isAscii('A')  = true CharUtils.isAscii('3')  = true CharUtils.isAscii('-')  = true CharUtils.isAscii('\n') = true CharUtils.isAscii('&copy;') = false </pre>
 * @param ch  the character to check
 * @return true if less than 128
 */
","Return true if the given character is a ASCII seven bit character,otherwise return false.",Checks if a character is within the ASCII range.,"The function compares the numerical value of a character to 128 and returns true if it is less than 128, indicating the character is an ASCII character.",Takes a character parameter `ch` and returns a boolean value.,"- Typical usage: isAscii('A') → true
   - Boundary edge case: isAscii('\u007F') → true
   - Special case: isAscii('é') → false","- Preconditions: Input is a valid character.
   - Postconditions: Returns true for ASCII characters, false otherwise.
---
```"
