_id,name,code,docstring,human_label,one_line_summary,function_behavior,function_signature,examples,precond_postcond,candidate,exit_code,generated_by,predicted_exit_code
636766fd1a6d9265ec017814,arrayequals,"public static boolean arrayequals(byte[] a,byte[] b,int count){
  for (int i=0; i < count; i++) {
    if (a[i] != b[i]) {
      return false;
    }
  }
  return true;
}
","/** 
 * Compares <code>count</code> first bytes in the arrays <code>a</code> and <code>b</code>.
 * @param a     The first array to compare.
 * @param b     The second array to compare.
 * @param count How many bytes should be compared.
 * @return <code>true</code> if <code>count</code> first bytes in arrays<code>a</code> and <code>b</code> are equal.
 */
","Given two arrays with the given length count,return true if the array a is equal to array b,otherwise return false.",Compares two byte arrays for equality up to a given count.,"The function iterates over the first 'count' elements of two byte arrays, returning false if any pair of elements differ; true otherwise.","@param a byte[]: The first byte array.
@param b byte[]: The second byte array.
@param count int: The number of elements to compare.
@return boolean: True if the first 'count' elements are equal, false otherwise.
@throws ArrayIndexOutOfBoundsException: If 'count' exceeds array bounds.","[1, 2, 3], [1, 2, 3], 3 -> true (arrays are equal)
[1, 2, 3], [1, 2, 4], 3 -> false (last elements differ)
[1, 2, 3], [1, 2, 3], 2 -> true (first two elements equal)",Arrays must have at least 'count' elements; the function returns a boolean indicating equality of the specified portion of arrays.,"public static boolean arrayEquals(byte[] a, byte[] b, int count) {
    if (a == null || b == null || a.length < count || b.length < count) {
        return false;
    }
    for (int i = 0; i < count; i++) {
        if (a[i] != b[i]) {
            return false;
        }
    }
    return true;
}",1,Qwen2.5-Coder-7B-Instruct,1.0
636767861a6d9265ec018440,abbreviate,"public void abbreviate(final int nameStart,final StringBuffer buf){
  int i=count;
  for (int pos=buf.indexOf(""."",nameStart); pos != -1; pos=buf.indexOf(""."",pos + 1)) {
    if (--i == 0) {
      buf.delete(nameStart,pos + 1);
      break;
    }
  }
}
","/** 
 * Abbreviate name.
 * @param buf buffer to append abbreviation.
 * @param nameStart start of name to abbreviate.
 */
","The given name can be split into several substrings by ""."",and abbreviate the name in the buf by deleting the first count substrings. ",Deletes part of a string in StringBuffer based on a count of periods.,"The function removes text from a starting position up to a specified nth occurrence of a period, exclusive of the period.","@param nameStart int: starting index for the search in the buffer
@param buf StringBuffer: input string buffer to be modified","""name.Start.Method"", 1, 2 -> ""name.Method"" (deletes after second period)
""com.example.ClassName"", 0, 1 -> ""example.ClassName"" (deletes after first period)
""root.branch.leaf"", 6, 1 -> ""root.branch.leaf"" (no deletion if count exceeds number of periods)","The buffer should not be empty, ensures text is removed only if specified period count is found.","public void abbreviate(final int nameStart,final StringBuffer buf){
  int i=count;
  for (int pos=buf.indexOf(""."",nameStart); pos != -1; pos=buf.indexOf(""."",pos + 1)) {
    if (--i == 0) {
      buf.delete(nameStart,pos + 1);
      break;
    }
  }
}
",0,reference,1.0
636767861a6d9265ec018440,abbreviate,"public void abbreviate(final int nameStart,final StringBuffer buf){
  int i=count;
  for (int pos=buf.indexOf(""."",nameStart); pos != -1; pos=buf.indexOf(""."",pos + 1)) {
    if (--i == 0) {
      buf.delete(nameStart,pos + 1);
      break;
    }
  }
}
","/** 
 * Abbreviate name.
 * @param buf buffer to append abbreviation.
 * @param nameStart start of name to abbreviate.
 */
","The given name can be split into several substrings by ""."",and abbreviate the name in the buf by deleting the first count substrings. ",Deletes part of a string in StringBuffer based on a count of periods.,"The function removes text from a starting position up to a specified nth occurrence of a period, exclusive of the period.","@param nameStart int: starting index for the search in the buffer
@param buf StringBuffer: input string buffer to be modified","""name.Start.Method"", 1, 2 -> ""name.Method"" (deletes after second period)
""com.example.ClassName"", 0, 1 -> ""example.ClassName"" (deletes after first period)
""root.branch.leaf"", 6, 1 -> ""root.branch.leaf"" (no deletion if count exceeds number of periods)","The buffer should not be empty, ensures text is removed only if specified period count is found.","public void abbreviate(final int nameStart, final StringBuffer buf) {
    if (nameStart > 0 && buf.length() > nameStart) {
        buf.delete(0, nameStart);
    }
}",1,deepseek-coder-6.7b-instruct,1.0
6367667d1a6d9265ec01741d,resolveBound,"public static Type resolveBound(TypeVariable<?> typeVariable){
  Type[] bounds=typeVariable.getBounds();
  if (bounds.length == 0)   return Unknown.class;
  Type bound=bounds[0];
  if (bound instanceof TypeVariable)   bound=resolveBound((TypeVariable<?>)bound);
  return bound == Object.class ? Unknown.class : bound;
}
","/** 
 * Resolves the first bound for the  {@code typeVariable}, returning  {@code Unknown.class} if nonecan be resolved.
 */
","Resolve the class of the first bound for the typeVariable recursively,return Unknown.class if it can't be resolved.Otherwise return the bound.",Resolve type bounds for a TypeVariable.,This function resolves the first bound of a given type variable and recursively resolves it if it's another type variable. It returns Unknown.class if there are no bounds or if the bound is Object.class.,"@param typeVariable TypeVariable<?>: the type variable to resolve the bound for
   @return Type: the resolved type bound","unboundedTypeVar -> Unknown.class (no bounds)
typeVarWithBound -> SomeClass.class (first non-object bound)
circularBound -> SomeClass.class (resolves recursively)",TypeVariable must be non-null; returns a resolved bound or Unknown.class if unresolved.,"public static Type resolveBound(TypeVariable<?> typeVariable){
  Type[] bounds=typeVariable.getBounds();
  if (bounds.length == 0)   return Unknown.class;
  Type bound=bounds[0];
  if (bound instanceof TypeVariable)   bound=resolveBound((TypeVariable<?>)bound);
  return bound == Object.class ? Unknown.class : bound;
}
",0,reference,1.0
6367667d1a6d9265ec01741d,resolveBound,"public static Type resolveBound(TypeVariable<?> typeVariable){
  Type[] bounds=typeVariable.getBounds();
  if (bounds.length == 0)   return Unknown.class;
  Type bound=bounds[0];
  if (bound instanceof TypeVariable)   bound=resolveBound((TypeVariable<?>)bound);
  return bound == Object.class ? Unknown.class : bound;
}
","/** 
 * Resolves the first bound for the  {@code typeVariable}, returning  {@code Unknown.class} if nonecan be resolved.
 */
","Resolve the class of the first bound for the typeVariable recursively,return Unknown.class if it can't be resolved.Otherwise return the bound.",Resolve type bounds for a TypeVariable.,This function resolves the first bound of a given type variable and recursively resolves it if it's another type variable. It returns Unknown.class if there are no bounds or if the bound is Object.class.,"@param typeVariable TypeVariable<?>: the type variable to resolve the bound for
   @return Type: the resolved type bound","unboundedTypeVar -> Unknown.class (no bounds)
typeVarWithBound -> SomeClass.class (first non-object bound)
circularBound -> SomeClass.class (resolves recursively)",TypeVariable must be non-null; returns a resolved bound or Unknown.class if unresolved.,"public static Type resolveBound(TypeVariable<?> typeVariable){
    if(typeVariable.getBounds().length == 0){
        return Unknown.class;
    }
    Type bound = typeVariable.getBounds()[0];
    if(bound instanceof Class){
        return bound;
    }
    if(bound instanceof TypeVariable){
        return resolveBound((TypeVariable<?>)bound);
    }
    return Unknown.class;
}",1,deepseek-coder-6.7b-instruct,
6367675f1a6d9265ec0180cf,isClique,"private static <V,E>boolean isClique(Graph<V,E> graph,Set<V> vertices){
  for (  V v1 : vertices) {
    for (    V v2 : vertices) {
      if (!v1.equals(v2) && (graph.getEdge(v1,v2) == null)) {
        return false;
      }
    }
  }
  return true;
}
","/** 
 * Check whether the subgraph of <code>graph</code> induced by the given <code>vertices</code> is complete, i.e. a clique.
 * @param graph the graph.
 * @param vertices the vertices to induce the subgraph from.
 * @return true if the induced subgraph is a clique.
 */
","Return true if the subgraph of the given graph induced by the given vertices is a clique,otherwise return false.",Checks if given vertices form a clique in a graph.,"The function iterates through all pairs of vertices and returns false if any pair is not connected by an edge; otherwise, returns true.","@param graph Graph<V,E>: The graph containing vertices and edges.
@param vertices Set<V>: The set of vertices to check.
@return boolean: True if the vertices form a clique, false otherwise.","(vertices={A,B,C}, edges={AB, AC, BC})
-> true (All pairs are connected)
(vertices={A,B,C}, edges={AB})
-> false (C is not connected to A or B)
(vertices={A,B}, edges={AB})
-> true (A and B are connected)",Assumes no self-loops in the graph; returns true if all vertex pairs have edges.,"private static <V, E> boolean isClique(Graph<V, E> graph, Set<V> vertices) {
    for (V v : vertices) {
        for (V u : vertices) {
            if (!v.equals(u) && !graph.containsEdge(v, u)) {
                return false;
            }
        }
    }
    return true;
}",0,gpt-4-turbo,1.0
6367675f1a6d9265ec0180cf,isClique,"private static <V,E>boolean isClique(Graph<V,E> graph,Set<V> vertices){
  for (  V v1 : vertices) {
    for (    V v2 : vertices) {
      if (!v1.equals(v2) && (graph.getEdge(v1,v2) == null)) {
        return false;
      }
    }
  }
  return true;
}
","/** 
 * Check whether the subgraph of <code>graph</code> induced by the given <code>vertices</code> is complete, i.e. a clique.
 * @param graph the graph.
 * @param vertices the vertices to induce the subgraph from.
 * @return true if the induced subgraph is a clique.
 */
","Return true if the subgraph of the given graph induced by the given vertices is a clique,otherwise return false.",Checks if given vertices form a clique in a graph.,"The function iterates through all pairs of vertices and returns false if any pair is not connected by an edge; otherwise, returns true.","@param graph Graph<V,E>: The graph containing vertices and edges.
@param vertices Set<V>: The set of vertices to check.
@return boolean: True if the vertices form a clique, false otherwise.","(vertices={A,B,C}, edges={AB, AC, BC})
-> true (All pairs are connected)
(vertices={A,B,C}, edges={AB})
-> false (C is not connected to A or B)
(vertices={A,B}, edges={AB})
-> true (A and B are connected)",Assumes no self-loops in the graph; returns true if all vertex pairs have edges.,"private static <V,E>boolean isClique(Graph<V,E> graph,Set<V> vertices){
Graph subgraph=new AsSubgraph(graph,vertices);
return !new MinimumVertexCover<V,E>(subgraph).compute().isEmpty();
}",1,CodeLlama-7b-Instruct-hf,1.0
636767431a6d9265ec017c88,computeLowerBounds,"private List<Integer> computeLowerBounds(List<K> keys){
  List<Integer> keyLowerBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int lowerBound=0;
    for (    Function<K,Integer> lowerBoundFunction : lowerBounds) {
      lowerBound=Math.max(lowerBound,lowerBoundFunction.apply(key));
    }
    keyLowerBounds.add(lowerBound);
  }
  return keyLowerBounds;
}
","/** 
 * Finds a maximum lower bound for every key.
 * @param keys list of keys.
 * @return the computed key lower bounds.
 */
","The type of key has several lower bounds conducted by different function,this function will return a list of the maximum lower bound of each key in the given list.",Calculates maximum lower bounds for a list of keys using specified functions.,Iterates over a list of keys and applies a set of functions to compute the maximum lower bound for each key. The results are collected into a list of integers.,"@param keys List<K>: List of keys to process
   @return List<Integer>: List of maximum lower bounds for each key","[key1, key2] -> [max1, max2] (lowerBounds are applied and maximum for each key is computed)
[] -> [] (empty input results in empty output)
[key1] -> [max1] (single key returns single lower bound)",Assumes the list of keys is not null and lowerBound functions are properly defined. Returns a list of non-negative integers representing maximum lower bounds per key.,"private List<Integer> computeLowerBounds(List<K> keys){
  List<Integer> keyLowerBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int lowerBound=0;
    for (    Function<K,Integer> lowerBoundFunction : lowerBounds) {
      lowerBound=Math.max(lowerBound,lowerBoundFunction.apply(key));
    }
    keyLowerBounds.add(lowerBound);
  }
  return keyLowerBounds;
}
",0,reference,1.0
636767431a6d9265ec017c88,computeLowerBounds,"private List<Integer> computeLowerBounds(List<K> keys){
  List<Integer> keyLowerBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int lowerBound=0;
    for (    Function<K,Integer> lowerBoundFunction : lowerBounds) {
      lowerBound=Math.max(lowerBound,lowerBoundFunction.apply(key));
    }
    keyLowerBounds.add(lowerBound);
  }
  return keyLowerBounds;
}
","/** 
 * Finds a maximum lower bound for every key.
 * @param keys list of keys.
 * @return the computed key lower bounds.
 */
","The type of key has several lower bounds conducted by different function,this function will return a list of the maximum lower bound of each key in the given list.",Calculates maximum lower bounds for a list of keys using specified functions.,Iterates over a list of keys and applies a set of functions to compute the maximum lower bound for each key. The results are collected into a list of integers.,"@param keys List<K>: List of keys to process
   @return List<Integer>: List of maximum lower bounds for each key","[key1, key2] -> [max1, max2] (lowerBounds are applied and maximum for each key is computed)
[] -> [] (empty input results in empty output)
[key1] -> [max1] (single key returns single lower bound)",Assumes the list of keys is not null and lowerBound functions are properly defined. Returns a list of non-negative integers representing maximum lower bounds per key.,"private List<Integer> computeLowerBounds(List<K> keys) {
    return keys.stream()
               .map(key -> computeLowerBound(key))
               .collect(Collectors.toList());
}",1,Phi-3-mini-4k-instruct,1.0
636766a91a6d9265ec0175c4,pop,"private void pop(final String descriptor){
  char firstDescriptorChar=descriptor.charAt(0);
  if (firstDescriptorChar == '(') {
    pop((Type.getArgumentsAndReturnSizes(descriptor) >> 2) - 1);
  }
 else   if (firstDescriptorChar == 'J' || firstDescriptorChar == 'D') {
    pop(2);
  }
 else {
    pop(1);
  }
}
","/** 
 * Pops as many abstract types from the output frame stack as described by the given descriptor.
 * @param descriptor a type or method descriptor (in which case its argument types are popped).
 */
",Pop different value of type based on the first character of the given descriptor.,Pops stack based on type descriptor.,"Determines the number of pops needed for a given type descriptor and calls a pop method with that number. Handles different descriptor types: method signatures, long/double, and others.",@param descriptor String: Type descriptor indicating the method signature or type.,"""(I)
V"" -> pop((Type.getArgumentsAndReturnSizes(""(I)
V"") >> 2) - 1) (method descriptor)
""J"" -> pop(2)
(long type)
""L"" -> pop(1)
(other types)",Preconditions: Valid Java type descriptor is provided. Postconditions: Stack is adjusted according to the descriptor's needs.,"private void pop(final String descriptor){
  char firstDescriptorChar=descriptor.charAt(0);
  if (firstDescriptorChar == '(') {
    pop((Type.getArgumentsAndReturnSizes(descriptor) >> 2) - 1);
  }
 else   if (firstDescriptorChar == 'J' || firstDescriptorChar == 'D') {
    pop(2);
  }
 else {
    pop(1);
  }
}
",0,reference,1.0
636766a91a6d9265ec0175c4,pop,"private void pop(final String descriptor){
  char firstDescriptorChar=descriptor.charAt(0);
  if (firstDescriptorChar == '(') {
    pop((Type.getArgumentsAndReturnSizes(descriptor) >> 2) - 1);
  }
 else   if (firstDescriptorChar == 'J' || firstDescriptorChar == 'D') {
    pop(2);
  }
 else {
    pop(1);
  }
}
","/** 
 * Pops as many abstract types from the output frame stack as described by the given descriptor.
 * @param descriptor a type or method descriptor (in which case its argument types are popped).
 */
",Pop different value of type based on the first character of the given descriptor.,Pops stack based on type descriptor.,"Determines the number of pops needed for a given type descriptor and calls a pop method with that number. Handles different descriptor types: method signatures, long/double, and others.",@param descriptor String: Type descriptor indicating the method signature or type.,"""(I)
V"" -> pop((Type.getArgumentsAndReturnSizes(""(I)
V"") >> 2) - 1) (method descriptor)
""J"" -> pop(2)
(long type)
""L"" -> pop(1)
(other types)",Preconditions: Valid Java type descriptor is provided. Postconditions: Stack is adjusted according to the descriptor's needs.,"private void pop(final String descriptor) {
    char firstChar = descriptor.charAt(0);
    switch (firstChar) {
        case '1':
            // Code for case '1'
            break;
        case '2':
            // Code for case '2'
            break;
        case '3':
            // Code for case '3'
            break;
        // Add more cases as needed
        default:
            // Code for default case
            break;
    }
}",1,Phi-3-mini-4k-instruct,1.0
636766fb1a6d9265ec0177c3,isAscii,"public static boolean isAscii(final char ch){
  return ch < 128;
}
","/** 
 * <p>Checks whether the character is ASCII 7 bit.</p> <pre> CharUtils.isAscii('a')  = true CharUtils.isAscii('A')  = true CharUtils.isAscii('3')  = true CharUtils.isAscii('-')  = true CharUtils.isAscii('\n') = true CharUtils.isAscii('&copy;') = false </pre>
 * @param ch  the character to check
 * @return true if less than 128
 */
","Return true if the given character is a ASCII seven bit character,otherwise return false.",Checks if a character is an ASCII character.,"Returns true if the character has an ASCII value less than 128, otherwise returns false.","@param ch char: the character to be checked
   @return boolean: true if the character is an ASCII character, false otherwise","'A' -> true (ASCII character)
'©' -> false (Non-ASCII character)
'b' -> true (ASCII character)",The input is a single character; the function correctly identifies if it's within the ASCII range.,"public static boolean isAscii(final char ch){
return ch < 127;
}",0,starcoder2-7b,1.0
636766fb1a6d9265ec0177c3,isAscii,"public static boolean isAscii(final char ch){
  return ch < 128;
}
","/** 
 * <p>Checks whether the character is ASCII 7 bit.</p> <pre> CharUtils.isAscii('a')  = true CharUtils.isAscii('A')  = true CharUtils.isAscii('3')  = true CharUtils.isAscii('-')  = true CharUtils.isAscii('\n') = true CharUtils.isAscii('&copy;') = false </pre>
 * @param ch  the character to check
 * @return true if less than 128
 */
","Return true if the given character is a ASCII seven bit character,otherwise return false.",Checks if a character is an ASCII character.,"Returns true if the character has an ASCII value less than 128, otherwise returns false.","@param ch char: the character to be checked
   @return boolean: true if the character is an ASCII character, false otherwise","'A' -> true (ASCII character)
'©' -> false (Non-ASCII character)
'b' -> true (ASCII character)",The input is a single character; the function correctly identifies if it's within the ASCII range.,"public static boolean isAscii(final char ch){
if(ch<='127'){
return true;
}else{
return false;
}
}",1,CodeLlama-7b-Instruct-hf,1.0
636767581a6d9265ec017fb4,computeUpperBounds,"private List<Integer> computeUpperBounds(List<K> keys){
  List<Integer> keyUpperBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int upperBound=Integer.MAX_VALUE;
    for (    Function<K,Integer> upperBoundFunction : upperBounds) {
      upperBound=Math.min(upperBound,upperBoundFunction.apply(key));
    }
    keyUpperBounds.add(upperBound);
  }
  return keyUpperBounds;
}
","/** 
 * Finds a minimum lower bound for every key.
 * @param keys a list of keys.
 * @return the computed key upper bound.
 */
","The type of key has several upper bounds conducted by different function,this function will return a list of the minimum upper bound of each key in the given list.",Computes the smallest integer upper bounds for each key using a list of functions.,"The function iterates through a list of keys and applies a set of functions to find the smallest integer bound for each key, returning a list of these bounds.","@param keys List<K>: List of keys to process
@return List<Integer>: List of smallest upper bounds for each key","[key1, key2] -> [10, 15] (example with two keys producing distinct bounds)
[key1, key1] -> [10, 10] (same key yielding identical bounds)
[key1] -> [10] (single key results in a single bound)","The keys list must be non-null, and each function must accept a key and return a non-null integer, resulting in a list of calculated bounds.","private List<Integer> computeUpperBounds(List<K> keys){
  List<Integer> keyUpperBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int upperBound=Integer.MAX_VALUE;
    for (    Function<K,Integer> upperBoundFunction : upperBounds) {
      upperBound=Math.min(upperBound,upperBoundFunction.apply(key));
    }
    keyUpperBounds.add(upperBound);
  }
  return keyUpperBounds;
}
",0,reference,1.0
636767581a6d9265ec017fb4,computeUpperBounds,"private List<Integer> computeUpperBounds(List<K> keys){
  List<Integer> keyUpperBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int upperBound=Integer.MAX_VALUE;
    for (    Function<K,Integer> upperBoundFunction : upperBounds) {
      upperBound=Math.min(upperBound,upperBoundFunction.apply(key));
    }
    keyUpperBounds.add(upperBound);
  }
  return keyUpperBounds;
}
","/** 
 * Finds a minimum lower bound for every key.
 * @param keys a list of keys.
 * @return the computed key upper bound.
 */
","The type of key has several upper bounds conducted by different function,this function will return a list of the minimum upper bound of each key in the given list.",Computes the smallest integer upper bounds for each key using a list of functions.,"The function iterates through a list of keys and applies a set of functions to find the smallest integer bound for each key, returning a list of these bounds.","@param keys List<K>: List of keys to process
@return List<Integer>: List of smallest upper bounds for each key","[key1, key2] -> [10, 15] (example with two keys producing distinct bounds)
[key1, key1] -> [10, 10] (same key yielding identical bounds)
[key1] -> [10] (single key results in a single bound)","The keys list must be non-null, and each function must accept a key and return a non-null integer, resulting in a list of calculated bounds.","private List<Integer> computeUpperBounds(List<K> keys){
    List<Integer> upperBounds = new ArrayList<>(keys.size());
    for (int i = 0; i < keys.size(); ++i){
    K key = keys.get(i);
    Integer index = indexes.get(key);
    int lowerBound = i + 1;
    int upperBound = (index != null) ? index : 0;
    // compute mininum upper bounds
    int minUpperBound = Math.max(lowerBound, upperBound);
    // push minUpperBound to the result list
    upperBounds.add(minUpperBound);
}
return upperBounds;
}",1,CodeLlama-7b-Instruct-hf,1.0
636766801a6d9265ec017487,encodeTemplateNames,"public static String encodeTemplateNames(String s){
  int i=s.indexOf('{');
  if (i != -1)   s=s.replace(""{"",""%7B"");
  i=s.indexOf('}');
  if (i != -1)   s=s.replace(""}"",""%7D"");
  return s;
}
","/** 
 * Encodes a string with template parameters names present, specifically the characters '{' and '}' will be percent-encoded.
 * @param s the string with zero or more template parameters names
 * @return the string with encoded template parameters names.
 */
","Encoding the given string by changing '{' and '}' to the specified character for each,return the string after encoding.",Replaces curly braces in a string with URL-encoded versions.,"The function searches for '{' and '}' in the input string and replaces each occurrence with the encoded strings ""%7B"" and ""%7D"" respectively.",@return String: The modified string with encoded curly braces.,"""{hello}"" -> ""%7Bhello%7D"" (both braces replaced)
""text"" -> ""text"" (no braces so no change)
""a{b}c"" -> ""a%7Bb%7Dc"" (braces encoded)",The input is a non-null string. The output is the original string with encoded curly braces if any present.,"public static String encodeTemplateNames(String s) {
    return s.replace(""{"", ""%7B"").replace(""}"", ""%7D"");
}",0,gpt-4-turbo,1.0
636766801a6d9265ec017487,encodeTemplateNames,"public static String encodeTemplateNames(String s){
  int i=s.indexOf('{');
  if (i != -1)   s=s.replace(""{"",""%7B"");
  i=s.indexOf('}');
  if (i != -1)   s=s.replace(""}"",""%7D"");
  return s;
}
","/** 
 * Encodes a string with template parameters names present, specifically the characters '{' and '}' will be percent-encoded.
 * @param s the string with zero or more template parameters names
 * @return the string with encoded template parameters names.
 */
","Encoding the given string by changing '{' and '}' to the specified character for each,return the string after encoding.",Replaces curly braces in a string with URL-encoded versions.,"The function searches for '{' and '}' in the input string and replaces each occurrence with the encoded strings ""%7B"" and ""%7D"" respectively.",@return String: The modified string with encoded curly braces.,"""{hello}"" -> ""%7Bhello%7D"" (both braces replaced)
""text"" -> ""text"" (no braces so no change)
""a{b}c"" -> ""a%7Bb%7Dc"" (braces encoded)",The input is a non-null string. The output is the original string with encoded curly braces if any present.,"public static String encodeTemplateNames(String s, char fromChar, char toChar) {
    StringBuilder encodedString = new StringBuilder();
    for (char c : s.toCharArray()) {
        if (c == '{') {
            encodedString.append(toChar);
        } else if (c == '}') {
            encodedString.append(fromChar);
        } else {
            encodedString.append(c);
        }
    }
    return encodedString.toString();
}",1,Phi-3-mini-4k-instruct,1.0
636767691a6d9265ec0181ac,applyRelativePath,"public static String applyRelativePath(String path,String relativePath){
  int separatorIndex=path.lastIndexOf(FOLDER_SEPARATOR);
  if (separatorIndex != -1) {
    String newPath=path.substring(0,separatorIndex);
    if (!relativePath.startsWith(FOLDER_SEPARATOR)) {
      newPath+=FOLDER_SEPARATOR;
    }
    return newPath + relativePath;
  }
 else {
    return relativePath;
  }
}
","/** 
 * Apply the given relative path to the given path, assuming standard Java folder separation (i.e. ""/"" separators).
 * @param path the path to start from (usually a full file path)
 * @param relativePath the relative path to apply(relative to the full file path above)
 * @return the full file path that results from applying the relative path
 */
","Combine the substring before FOLDER_SEPARATOR of the given path with the given relative path to construct a new full file path,and return the full file path.",Combines a base path with a relative path.,The function takes a base path and appends a relative path by replacing the last folder segment or returning the relative path if no separator is found.,"@param path String: The base path with directories.
@param relativePath String: The path to be appended.
@return String: The combined path with the relative path.","""home/user/docs"",""reports/2023"" -> ""home/user/reports/2023"" (replaces last segment)
""home/user/docs"",""/2023"" -> ""home/user/docs/2023"" (appends separator)
""user"",""new"" -> ""new"" (no separator, return relative)",Paths are valid and separated by FOLDER_SEPARATOR; combined path ends with correct relative segment.,"public static String applyRelativePath(String path,String relativePath){
        int separatorIndex = path.lastIndexOf(FOLDER_SEPARATOR);
        if (separatorIndex == -1) {
            return relativePath;
        }
        String newPath = path.substring(0, separatorIndex);
        if (!newPath.endsWith(FOLDER_SEPARATOR)) {
            newPath += FOLDER_SEPARATOR;
        }
        return newPath + relativePath;
    }",0,CodeLlama-7b-Instruct-hf,1.0
636767691a6d9265ec0181ac,applyRelativePath,"public static String applyRelativePath(String path,String relativePath){
  int separatorIndex=path.lastIndexOf(FOLDER_SEPARATOR);
  if (separatorIndex != -1) {
    String newPath=path.substring(0,separatorIndex);
    if (!relativePath.startsWith(FOLDER_SEPARATOR)) {
      newPath+=FOLDER_SEPARATOR;
    }
    return newPath + relativePath;
  }
 else {
    return relativePath;
  }
}
","/** 
 * Apply the given relative path to the given path, assuming standard Java folder separation (i.e. ""/"" separators).
 * @param path the path to start from (usually a full file path)
 * @param relativePath the relative path to apply(relative to the full file path above)
 * @return the full file path that results from applying the relative path
 */
","Combine the substring before FOLDER_SEPARATOR of the given path with the given relative path to construct a new full file path,and return the full file path.",Combines a base path with a relative path.,The function takes a base path and appends a relative path by replacing the last folder segment or returning the relative path if no separator is found.,"@param path String: The base path with directories.
@param relativePath String: The path to be appended.
@return String: The combined path with the relative path.","""home/user/docs"",""reports/2023"" -> ""home/user/reports/2023"" (replaces last segment)
""home/user/docs"",""/2023"" -> ""home/user/docs/2023"" (appends separator)
""user"",""new"" -> ""new"" (no separator, return relative)",Paths are valid and separated by FOLDER_SEPARATOR; combined path ends with correct relative segment.,"public static String applyRelativePath(String path, String relativePath) {
    File file = new File(path);
    File relativeFile = new File(file.getParent(), relativePath);
    return relativeFile.getAbsolutePath();
}",1,deepseek-coder-6.7b-instruct,1.0
636767021a6d9265ec0178bc,indexOf,"public static int indexOf(String str,String searchStr){
  if (str == null || searchStr == null) {
    return StringUtils.INDEX_NOT_FOUND;
  }
  return str.indexOf(searchStr);
}
","/** 
 * Finds the first index within a String, handling <code>null</code>. This method uses  {@link String#indexOf(String)}. 
 */
",Return the first index of the searchStr in the given string.,Find the index of a substring in a string.,Returns the index of the first occurrence of a search string within another string. Returns a constant for not found if either string is null.,"@param str String: The string to be searched.
@param searchStr String: The substring to locate.
@return int: The index of the first occurrence or a not-found constant.","""hello"", ""e"" -> 1 (searchStr found at index 1)
""hello"", ""world"" -> StringUtils.INDEX_NOT_FOUND (not found)
null, ""test"" -> StringUtils.INDEX_NOT_FOUND (null input)",Strings may be null; a constant indicates not found. Returns index of the first match if both strings are non-null.,"public static int indexOf(String str, String searchStr) {
    if (str == null || searchStr == null) {
        return -1;
    }
    return str.indexOf(searchStr);
}",0,gpt-4-turbo,1.0
636767021a6d9265ec0178bc,indexOf,"public static int indexOf(String str,String searchStr){
  if (str == null || searchStr == null) {
    return StringUtils.INDEX_NOT_FOUND;
  }
  return str.indexOf(searchStr);
}
","/** 
 * Finds the first index within a String, handling <code>null</code>. This method uses  {@link String#indexOf(String)}. 
 */
",Return the first index of the searchStr in the given string.,Find the index of a substring in a string.,Returns the index of the first occurrence of a search string within another string. Returns a constant for not found if either string is null.,"@param str String: The string to be searched.
@param searchStr String: The substring to locate.
@return int: The index of the first occurrence or a not-found constant.","""hello"", ""e"" -> 1 (searchStr found at index 1)
""hello"", ""world"" -> StringUtils.INDEX_NOT_FOUND (not found)
null, ""test"" -> StringUtils.INDEX_NOT_FOUND (null input)",Strings may be null; a constant indicates not found. Returns index of the first match if both strings are non-null.,"public static int indexOf(String str,String searchStr){
    // return the index of the first occurrence of the searchStr
    return -1;
}",1,CodeLlama-7b-Instruct-hf,1.0
